f1,f2,_class,_value,_training
-1.4432,0.7836,Green,1,0
-1.6693,0.6793,Green,1,0
0.9754,-0.8766,Green,1,0
0.2439,0.4264,Green,1,0
0.0209,2.099,Green,1,1
0.0681,0.381,Green,1,0
1.4516,0.1075,Green,1,0
-1.5765,1.3282,Green,1,0
-0.2061,-2.2859,Green,1,0
-0.0671,-1.3525,Green,1,1
1.2907,-0.3918,Green,1,0
0.9949,-0.8572,Green,1,0
-0.2973,0.3908,Green,1,0
1.3801,2.0798,Green,1,0
-0.3079,-1.0679,Green,1,1
0.1604,-0.1348,Green,1,0
0.7785,1.2925,Green,1,0
-0.4686,0.7534,Green,1,0
0.4687,0.7135,Green,1,0
0.4559,-0.698,Green,1,1
-0.9661,1.0868,Green,1,0
0.53,-1.4808,Green,1,0
-0.2518,-0.7189,Green,1,0
1.2276,-0.1673,Green,1,0
-0.2687,0.1274,Green,1,1
1.3912,0.7494,Green,1,0
0.9691,1.8706,Green,1,0
-1.0576,-1.2048,Green,1,0
1.0878,-0.9063,Green,1,0
2.9385,0.481,Red,2,1
2.6516,0.3367,Red,2,0
2.5538,-0.3917,Red,2,0
2.7642,-0.3983,Red,2,0
1.9372,-0.4898,Red,2,0
1.9797,-0.374,Red,2,1
1.9559,-0.6096,Red,2,0
1.7714,-0.2018,Red,2,0
2.6564,-0.2765,Red,2,0
2.9552,0.4409,Red,2,0
2.9285,0.935,Red,2,1
1.6594,0.7438,Red,2,0
2.1157,-0.7626,Red,2,0
2.763,1.1725,Red,2,0
2.3594,0.1651,Red,2,0
2.4232,0.0235,Red,2,1
2.2038,0.5591,Red,2,0
2.9474,-0.3875,Red,2,0
2.2613,-0.1077,Red,2,0
2.202,0.2665,Red,2,0
3.0812,0.1313,Red,2,1
2.3273,0.1641,Red,2,0
2.5033,-0.3641,Red,2,0
3.2437,0.1561,Red,2,0
3.1442,0.2603,Red,2,0
1.9925,-0.0448,Red,2,1
2.2181,-0.1497,Red,2,0
2.5461,-0.5733,Red,2,0
0.0023,0.0021,Red,2,1
1.7488,-0.585,Red,2,0
2.52,-0.4254,Red,2,1
2.2712,0.1391,Red,2,0
3.2614,-0.8269,Red,2,0
2.4159,0.0229,Red,2,0
2.4796,0.3935,Red,2,0
2.0964,-0.0313,Red,2,1
2.7253,-0.0789,Red,2,0
2.4179,0.0833,Red,2,0
2.6115,-0.1163,Red,2,0
3.2221,-0.427,Red,2,0
2.7914,-0.2623,Red,2,1
2.7008,-0.1673,Red,2,0
3.2714,-0.3527,Red,2,0
2.286,0.0537,Red,2,0
1.2232,-0.6731,Red,2,0
2.7229,-1.5569,Red,2,1
3.132,0.246,Red,2,0
2.8298,-1.2754,Red,2,0
1.9049,-0.0177,Red,2,0
2.3513,0.8513,Red,2,0
2.4173,-0.185,Red,2,1
2.9474,-0.0583,Red,2,0
3.1777,0.5443,Red,2,0
3.1542,0.1452,Red,2,0
2.0557,-0.3441,Red,2,0
1.9763,0.3173,Red,2,1
2.1157,-0.9224,Red,2,0
2.4713,0.2527,Red,2,0
1.9723,-0.0946,Red,2,0
1.4298,-0.6191,Red,2,0
1.9159,-0.4757,Red,2,1
2.2757,0.5761,Red,2,0
2.3647,-0.3728,Red,2,0
3.0416,-0.1476,Red,2,0
2.68,-0.08,Red,2,0
2.2486,0.4473,Red,2,1
1.9559,0.1096,Red,2,0
2.5923,0.2529,Red,2,0
1.7983,-0.3116,Red,2,0
2.5602,-0.0738,Red,2,0
2.2449,-0.2495,Red,2,1
2.9898,0.5704,Red,2,0
2.4834,0.1713,Red,2,0
2.6284,-0.2858,Red,2,0
2.0792,0.0876,Red,2,0
3.1615,-0.2074,Red,2,1
2.236,-0.4169,Red,2,0
2.6833,-0.2885,Red,2,0
2.3989,0.0235,Red,2,0
3.1321,0.113,Red,2,0
1.7432,0.7974,Red,2,1
3.073,-0.3136,Red,2,0
2.8246,0.1256,Red,2,0
2.1964,-0.9074,Red,2,0
1.901,-0.6901,Red,2,0
2.9456,-0.2174,Red,2,1
1.9107,-1.3822,Red,2,0
2.6097,-0.3161,Red,2,0
2.3519,0.1488,Red,2,0
2.4184,-0.2926,Red,2,0
2.0087,3.0055,Red,2,1
1.5077,-0.1358,Red,2,0
2.373,-0.1816,Red,2,0
2.7809,0.1354,Red,2,0
2.6975,-0.4198,Red,2,0
2.5398,0.0497,Red,2,1
2.7306,0.2212,Red,2,0
1.944,0.4647,Red,2,0
2.3956,0.7657,Red,2,0
3.6668,0.3798,Red,2,0
1.882,1.6136,Blue,3,1
1.686,1.3804,Blue,3,0
1.3929,1.5515,Blue,3,0
2.135,2.3288,Blue,3,0
0.5864,1.1373,Blue,3,0
1.8533,1.8405,Blue,3,1
1.8698,2.0227,Blue,3,0
1.0846,2.2676,Blue,3,0
1.2293,1.3433,Blue,3,0
1.5669,1.8178,Blue,3,0
2.4411,1.7594,Blue,3,1
2.1137,1.6631,Blue,3,0
1.4581,1.732,Blue,3,0
2.0778,1.9972,Blue,3,0
1.6143,2.2057,Blue,3,0
1.8517,2.1966,Blue,3,1
2.341,1.9642,Blue,3,0
1.1967,1.841,Blue,3,0
2.3957,1.6941,Blue,3,0
1.3386,2.0566,Blue,3,0
2.5442,1.9936,Blue,3,1
1.3001,1.5649,Blue,3,0
1.4206,2.0667,Blue,3,0
1.1538,2.0494,Blue,3,0
0.667,1.8478,Blue,3,0
1.7572,1.4883,Blue,3,1
1.7564,1.9996,Blue,3,0
1.0377,1.5435,Blue,3,0
2.118,2.0203,Blue,3,0
1.5593,2.3209,Blue,3,0
1.5357,0.9802,Blue,3,1
1.5701,1.9738,Blue,3,0
2.4135,2.7736,Blue,3,0
1.5454,1.605,Blue,3,0
1.1711,0.7743,Blue,3,0
1.2167,1.5234,Blue,3,1
2.2146,2.1875,Blue,3,0
2.3299,2.1642,Blue,3,0
1.4427,1.1144,Blue,3,0
1.5499,1.4108,Blue,3,0
1.3379,2.1192,Blue,3,1
1.4728,2.5858,Blue,3,0
1.9672,1.5559,Blue,3,0
1.7303,2.3652,Blue,3,0
1.3105,1.568,Blue,3,0
1.909,1.9869,Blue,3,1
2.2022,1.4616,Blue,3,0
-1.009,1.0029,Blue,3,1
1.3544,2.7409,Blue,3,0
1.7473,2.1183,Blue,3,0
1.267,1.2117,Blue,3,1
1.6109,1.9846,Blue,3,0
1.0109,1.9665,Blue,3,0
1.9459,2.2396,Blue,3,0
1.4227,1.3742,Blue,3,0
1.7813,0.7276,Blue,3,1
1.374,1.7653,Blue,3,0
1.6063,2.4468,Blue,3,0
2.6403,2.4449,Blue,3,0
1.5332,1.5946,Blue,3,0
1.066,1.7468,Blue,3,1
2.215,1.6501,Blue,3,0
1.9823,2.1036,Blue,3,0
2.2314,2.1252,Blue,3,0
1.842,0.9713,Blue,3,0
1.5834,1.1926,Blue,3,1
1.644,2.2829,Blue,3,0
1.1972,1.5508,Blue,3,0
2.462,1.8036,Blue,3,0
2.2927,1.4156,Blue,3,0
2.2408,1.6556,Blue,3,1
2.3406,1.6655,Blue,3,0
1.9984,1.4118,Blue,3,0
1.5548,1.7172,Blue,3,0
2.2206,1.2924,Blue,3,0
1.3707,1.786,Blue,3,1
1.5118,2.3582,Blue,3,0
1.9918,2.087,Blue,3,0
1.5448,2.2454,Blue,3,0
1.5682,2.3058,Blue,3,0
1.4692,1.1922,Blue,3,1
2.376,1.2825,Blue,3,0
1.0084,1.8567,Blue,3,0
2.0908,0.6936,Blue,3,0
2.7641,2.2744,Blue,3,0
1.7561,0.9764,Blue,3,1
3.0065,-1.0052,Blue,3,1
2.0865,2.0937,Blue,3,0
1.5374,2.0344,Blue,3,0
1.2278,1.2999,Blue,3,0
1.76,2.1074,Blue,3,1
1.7075,1.8171,Blue,3,0
0.7817,2.1278,Blue,3,0
1.0332,0.8388,Blue,3,0
1.8164,2.3076,Blue,3,0
1.3816,1.9919,Blue,3,1
2.2828,2.1948,Blue,3,0
1.6954,1.548,Blue,3,0
1.3043,1.4488,Blue,3,0
1.3184,2.2654,Blue,3,0
